year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate
2009,Mercedes-Benz,E-Class,E350,Sedan,automatic,wdbuf56x49b361927,fl,2.0,53041.0,gray,beige,remarketing by ge/dade county fcu,16400.0,12000.0,2015-05-29 02:15:00+07:00
2014,Chevrolet,Cruze,2LT,Sedan,automatic,1g1pe5sb7e7328552,fl,4.0,21289.0,charcoal,black,gm remarketing,13250.0,13500.0,2015-02-09 05:00:00+08:00
2011,Nissan,Maxima,3.5 SV,Sedan,automatic,1n4aa5ap2bc863819,il,4.0,41000.0,black,black,nissan-infiniti lt,16350.0,16000.0,2015-02-26 02:00:00+08:00
2008,Dodge,Caliber,SE,Wagon,automatic,1b3hb28b38d694963,mn,2.0,122311.0,white,gray,santander consumer,3250.0,2100.0,2015-01-22 02:45:00+08:00
2001,Ford,F-150,XLT,SuperCab,manual,1ftzx17201na06420,nm,2.0,1.0,silver,gray,automotive remarketing inc,2225.0,5500.0,2015-06-03 07:15:00+07:00
2014,Chrysler,Town and Country,Touring,Minivan,automatic,2c4rc1bg6er325568,pa,4.0,32238.0,white,black,pv holding inc/gdp,18200.0,18400.0,2015-05-28 02:30:00+07:00
2010,Toyota,Prius,II,hatchback,automatic,jtdkn3du3a0005753,ga,4.0,100598.0,red,tan,nalley toyota of roswell,8425.0,8200.0,2015-06-16 06:00:00+07:00
2010,Chevrolet,Impala,LS,sedan,automatic,2g1wa5ek4a1105251,va,4.0,86929.0,black,gray,blue knob auto sales inc,6400.0,7300.0,2015-05-28 02:05:00+07:00
2004,Chevrolet,Impala,Base,Sedan,automatic,2g1wf52ex49164102,ca,1.0,133408.0,silver,gray,lincoln financial services,1875.0,1400.0,2015-02-04 04:30:00+08:00
2007,Honda,Pilot,EX,SUV,automatic,5fnyf284x7b015301,mi,2.0,129773.0,black,gray,ocean honda,6700.0,7600.0,2015-02-12 01:30:00+08:00
2012,Hyundai,Sonata,GLS,sedan,automatic,5npeb4ac3ch333915,fl,1.0,83202.0,white,beige,td auto finance,9175.0,6300.0,2015-06-02 01:30:00+07:00
2000,Lincoln,LS,V8,Sedan,automatic,1lnhm87a5yy751575,va,2.0,109171.0,blue,gray,valley car credit llc,1700.0,1300.0,2015-02-04 01:30:00+08:00
2014,Kia,Sportage,LX,SUV,automatic,kndpb3ac2e7561267,ca,4.0,13327.0,black,gray,kia motors america  inc,16500.0,17600.0,2014-12-16 12:30:00+08:00
1998,Ford,F-150,XL,extended cab,manual,1ftzx1724wkb82279,tx,2.0,201147.0,black,beige,beck & masten pontiac gmc hummer truck inc,1200.0,1500.0,2015-06-18 03:30:00+07:00
2014,Dodge,Charger,SE,Sedan,automatic,2c3cdxbg7eh265770,fl,4.0,22314.0,black,beige,pv holding inc/gdp,16200.0,15500.0,2015-01-05 04:30:00+08:00
2013,Honda,Accord,EX-L V-6,sedan,automatic,1hgcr3f88da011346,pa,2.0,70641.0,black,black,ahfc/honda lease trust/hvt  inc.,18250.0,17900.0,2015-06-05 02:00:00+07:00
2015,Chevrolet,Tahoe,LTZ,suv,automatic,1gnskckc9fr279715,il,5.0,4482.0,red,black,gm remarketing,56500.0,56700.0,2015-06-11 04:00:00+07:00
2006,Mercedes-Benz,C-Class,C230 Sport,Sedan,automatic,wdbrf52h56f754571,tx,2.0,75947.0,blue,gray,tdaf remarketing,6600.0,6500.0,2015-05-27 03:15:00+07:00
2015,Chevrolet,Cruze,LTZ,Sedan,automatic,1g1pg5sb2f7102916,fl,4.0,7845.0,black,black,gm remarketing,16750.0,17500.0,2015-06-01 06:00:00+07:00
2014,Dodge,Grand Caravan,SXT,Minivan,automatic,2c4rdgcg1er290274,mn,3.0,18367.0,black,black,chrysler group/hertz/pv holding/000gd,16900.0,18200.0,2015-01-14 05:00:00+08:00
1996,Geo,Prizm,Base,Sedan,automatic,1y1sk5264tz039087,fl,2.0,119432.0,white,gray,coggin honda of ft pierce,825.0,1200.0,2015-01-13 10:00:00+08:00
2015,Toyota,RAV4,LE,SUV,automatic,jtmzfrev0fj028026,mo,5.0,6301.0,silver,gray,toyota financial services,20400.0,20300.0,2015-06-17 03:30:00+07:00
2011,Ford,Fusion,SE,Sedan,automatic,3fahp0ha2br316231,sc,4.0,147811.0,silver,gray,ricks auto marketing center south,5425.0,6700.0,2015-02-19 01:30:00+08:00
2008,Chevrolet,Impala,LS,Sedan,automatic,2g1wb58n589105385,tx,2.0,114003.0,red,gray,titlemax/windcrest tx1,4550.0,3900.0,2015-01-21 02:00:00+08:00
2013,FIAT,500,Abarth,Hatchback,manual,3c3cfffh7dt574362,ca,3.0,13044.0,gray,black,chrysler group llc,13700.0,10000.0,2015-02-11 04:30:00+08:00
2014,Ford,Focus,SE,Sedan,automatic,1fadp3f2xel296373,ny,5.0,16726.0,silver,gray,ford motor credit company,12350.0,12400.0,2014-01-06 09:50:00+08:00
2001,Isuzu,Trooper,Limited,suv,automatic,jacds58x317j13636,nc,2.0,124523.0,green,beige,credit acceptance corp/vrs/southfield,1325.0,1000.0,2015-06-01 02:30:00+07:00
2013,Chevrolet,Malibu,LS,sedan,automatic,1g11b5sa2df145165,il,3.0,16219.0,gray,gray,ally,12850.0,12800.0,2015-06-04 03:00:00+07:00
2014,Kia,Forte,LX,Sedan,automatic,knafx4a60e5095750,mn,4.0,34535.0,blue,gray,avis corporation,11400.0,11200.0,2015-02-18 02:30:00+08:00
2014,Dodge,Journey,SXT,SUV,automatic,3c4pdcbb1et180604,pa,3.0,27064.0,silver,black,hertz corporation/gdp,15400.0,14600.0,2015-01-08 01:30:00+08:00
2014,Chevrolet,Impala,LT,Sedan,automatic,2g1125s36e9172431,co,4.0,23758.0,silver,gray,ally smartlane dealers,19250.0,18700.0,2015-02-25 03:45:00+08:00
1997,Ford,Thunderbird,LX,Coupe,automatic,1falp624xvh136954,fl,2.0,141000.0,gold,beige,coggin deland hyundai,575.0,350.0,2015-02-03 10:00:00+08:00
2004,Jeep,Grand Cherokee,Limited,SUV,automatic,1j4gx58n34c242688,ca,1.0,111476.0,red,gray,wells fargo dealer services,3825.0,1800.0,2015-02-10 05:00:00+08:00
2013,Chevrolet,Captiva Sport,LTZ Fleet,SUV,automatic,3gnfl4ek9ds522621,fl,2.0,50618.0,gray,beige,hertz/tra,13550.0,10600.0,2015-02-10 01:00:00+08:00
2015,Ford,Fusion,S,sedan,automatic,3fa6p0g79fr191019,il,5.0,793.0,brown,gray,ford motor credit company llc,16100.0,17900.0,2015-06-16 04:00:00+07:00
2014,Chevrolet,Malibu,LT,Sedan,automatic,1g11e5sl5ef128323,sc,2.0,36532.0,white,beige,enterprise vehicle exchange / tra / rental / tulsa,14300.0,13000.0,2015-02-26 00:30:00+08:00
2015,Chrysler,200,C,Sedan,automatic,1c3ccccg0fn525266,il,5.0,9407.0,burgundy,tan,chrysler group llc,21100.0,21500.0,2015-02-12 03:00:00+08:00
2008,Ford,Focus,SE,sedan,manual,1fahp35n18w279526,ma,4.0,88799.0,green,beige,imperial ford corporation,4475.0,4500.0,2015-05-26 02:30:00+07:00
2012,BMW,5 Series,528i,Sedan,automatic,wbaxg5c56cdx01750,ca,4.0,60209.0,gray,black,financial services remarketing (lease),24500.0,24000.0,2015-02-26 04:30:00+08:00
2012,Chevrolet,Malibu,LTZ,Sedan,automatic,1g1ze5eu8cf245950,ca,4.0,40327.0,gray,black,the hertz corporation,11300.0,12300.0,2015-02-05 03:30:00+08:00
2006,Chevrolet,Impala,LT,Sedan,automatic,2g1wc581269368070,ny,1.0,105059.0,black,gray,credit acceptance corp/vrs/southfield,4825.0,1800.0,2014-12-18 12:45:00+08:00
2014,Scion,xD,Base,hatchback,automatic,jtkkupb48e1043209,mo,5.0,4206.0,blue,black,toyota financial services,14200.0,13700.0,2015-06-03 03:30:00+07:00
1999,Dodge,Ram Pickup 1500,Laramie SLT,Extended Cab,automatic,3b7hc12y5xg164403,oh,1.0,124363.0,silver,gray,titlemax/whitehall oh1,1225.0,500.0,2015-02-10 05:00:00+08:00
2015,Chevrolet,Malibu,LTZ,sedan,automatic,1g11f5sl6fu120774,nc,1.0,9158.0,silver,black,enterprise vehicle exchange / tra / rental / tulsa,18800.0,16200.0,2015-06-02 01:30:00+07:00
1999,Toyota,Corolla,LE,Sedan,automatic,1nxbr12e6xz256073,wi,1.0,199645.0,gray,gray,purple heart services inc,875.0,325.0,2015-01-14 01:00:00+08:00
1996,BMW,3 Series,328i,Convertible,automatic,wbabk7325tet60653,ca,1.0,156342.0,blue,gray,mercedes benz of foothill ranch,1700.0,650.0,2015-02-04 04:30:00+08:00
2014,Honda,Insight,Base,Hatchback,automatic,jhmze2h37es002860,fl,5.0,227.0,blue,tan,honda of ocala,12850.0,13600.0,2015-01-06 01:30:00+08:00
2014,Dodge,Grand Caravan,SXT,Minivan,automatic,2c4rdgcgxer341464,fl,4.0,17857.0,silver,black,hertz corporation/gdp,17000.0,16400.0,2015-01-19 04:30:00+08:00
2005,Kia,Sedona,LX,Minivan,automatic,kndup132x56759968,oh,2.0,135429.0,white,gray,cnac corporate office/columbus,1625.0,1500.0,2015-03-03 04:00:00+08:00
2013,Ford,F-150,XL,supercrew,automatic,1ftfw1ef8dke42742,tn,5.0,12452.0,red,gray,ars/ford-lincoln dealer program,25400.0,27800.0,2015-06-03 03:00:00+07:00
2009,GMC,Sierra 1500,SLE,extended cab,automatic,1gtek29039z172529,mi,5.0,109825.0,blue,black,kevins marysville auto sales inc,14250.0,15500.0,2015-06-18 02:30:00+07:00
2014,Ford,Fusion,SE,Sedan,automatic,3fa6p0h77er358992,ca,2.0,15039.0,black,black,enterprise vehicle exchange / tra / rental / tulsa,16100.0,12500.0,2015-02-17 04:00:00+08:00
2004,Mercedes-Benz,C-Class,C230,Hatchback,automatic,wdbrn40j94a639436,nj,1.0,80584.0,black,gray,mercedes benz of freehold,4475.0,3500.0,2015-02-18 04:00:00+08:00
2004,Chevrolet,Silverado 1500,Work Truck,Regular Cab,automatic,1gcec14x84z227867,fl,2.0,300076.0,blue,black,santander consumer,925.0,1800.0,2015-02-19 01:30:00+08:00
2014,Honda,Accord,LX,Sedan,automatic,1hgcr2f35ea183818,nj,1.0,10995.0,green,black,enterprise vehicle exchange / tra / rental / tulsa,18150.0,13500.0,2015-03-04 04:00:00+08:00
2013,Chevrolet,Silverado 1500,LT,Extended Cab,automatic,1gcrkse77dz130233,tn,5.0,37824.0,white,black,wholesale inc # 2,24500.0,25800.0,2015-01-21 02:30:00+08:00
2005,Ford,Crown Victoria,LX,Sedan,automatic,2fafp74w75x128103,ga,2.0,162552.0,black,beige,automobile acceptance corp,2775.0,2200.0,2015-05-28 03:00:00+07:00
2006,Chrysler,PT Cruiser,Touring,Wagon,automatic,3a4fy58b96t273594,wa,2.0,91249.0,white,gray,liquidation llc,2750.0,2500.0,2015-02-25 06:00:00+08:00
2014,Jeep,Patriot,Sport,SUV,automatic,1c4njpba1ed589285,ca,4.0,15257.0,red,black,us bank,13450.0,12400.0,2015-06-16 05:30:00+07:00
2015,Chevrolet,Express Cargo,2500,van,automatic,1gcwgfff0f1105564,la,2.0,13265.0,white,gray,enterprise vehicle exchange / tra / rental / tulsa,22300.0,19000.0,2015-05-27 05:00:00+07:00
2014,Ford,Escape,Titanium,SUV,automatic,1fmcu9j91eua94971,mi,4.0,39962.0,red,gray,ars/avis budget group,21600.0,21400.0,2015-02-26 01:00:00+08:00
2014,GMC,Sierra 1500,SLE,Double Cab,automatic,1gtv2ueh6ez101925,nj,4.0,8487.0,silver,black,us bank,27200.0,29000.0,2015-01-21 01:30:00+08:00
2014,Chrysler,Town and Country,Touring,Minivan,automatic,2c4rc1bg6er256204,fl,4.0,27246.0,blue,black,hertz corporation/gdp,18600.0,18500.0,2015-01-05 04:30:00+08:00
2012,Buick,Enclave,Leather Group,SUV,automatic,5gakrced7cj214821,ga,5.0,40514.0,brown,tan,young motors llc,23300.0,24800.0,2015-01-20 01:30:00+08:00
1998,Volvo,V70,GLT,Wagon,automatic,yv1lw5679w2415094,wa,2.0,169486.0,green,beige,charitable adult rides services/car donating is,875.0,700.0,2015-02-18 04:30:00+08:00
2013,Ford,Mustang,V6,Coupe,automatic,1zvbp8am0d5260375,mo,4.0,58571.0,white,black,the hertz corporation,14350.0,14301.0,2015-02-17 03:00:00+08:00
2001,Infiniti,I30,Base,Sedan,automatic,jnkca31a31t028232,oh,1.0,184844.0,white,beige,dt inventory,1300.0,350.0,2015-05-21 02:00:00+07:00
2014,Mazda,Mazda2,Sport,Hatchback,automatic,jm1de1kz0e0178986,ca,5.0,1340.0,white,black,mazda motors of america inc.,12150.0,12000.0,2015-02-10 04:30:00+08:00
2014,Chevrolet,Cruze,2LT,sedan,automatic,1g1pe5sb7e7298632,wi,2.0,29774.0,white,gray,enterprise veh exchange/rental,12650.0,8900.0,2015-06-17 04:30:00+07:00
2015,Chevrolet,Impala,LT,Sedan,automatic,2g1125s31f9101574,il,4.0,12585.0,white,gray,gm remarketing,21900.0,13200.0,2015-04-02 04:00:00+07:00
2014,Ford,F-250 Super Duty,XL,Crew Cab,automatic,1ft7w2b68eea85738,in,3.0,23804.0,white,gray,enterprise vehicle exchange / tra / rental / tulsa,27700.0,25600.0,2014-12-31 12:59:00+08:00
2014,Chevrolet,Cruze,1LT,Sedan,automatic,1g1pc5sb1e7363898,il,4.0,12362.0,white,black,gm remarketing,12700.0,12600.0,2015-02-05 03:00:00+08:00
2014,Dodge,Grand Caravan,SXT,Minivan,automatic,2c4rdgcg9er387822,mn,4.0,19099.0,white,black,hertz corporation/gdp,17050.0,17900.0,2015-02-25 05:00:00+08:00
2012,Chevrolet,Cruze,Eco,Sedan,manual,1g1pk5sc8c7113874,il,3.0,32447.0,silver,gray,ally,10900.0,10900.0,2015-02-26 02:00:00+08:00
2014,Toyota,Tacoma,Base,Regular Cab,automatic,5tfnx4cn0ex035829,pr,4.0,6825.0,black,gray,toyota credit de puerto rico,17450.0,17500.0,2015-02-26 03:00:00+08:00
2004,Chevrolet,Silverado 1500,LS,Extended Cab,automatic,2gcec19t641356124,ca,2.0,171048.0,blue,gray,tidalwave finance corp,4650.0,3500.0,2015-03-04 04:05:00+08:00
2011,Cadillac,CTS,Base,Sedan,automatic,1g6dc5ey4b0155919,ca,4.0,45371.0,black,black,us bank,16800.0,18250.0,2015-02-12 04:30:00+08:00
2009,Ford,Econoline Cargo,E-250,Van,automatic,1ftns24l79da80211,oh,2.0,128726.0,white,gray,lease plan usa,9425.0,8900.0,2015-01-15 02:00:00+08:00
2009,Honda,CR-V,LX,SUV,automatic,5j6re48309l008989,nj,2.0,72489.0,green,tan,wells fargo dealer services,11350.0,9400.0,2015-01-21 01:30:00+08:00
2014,Chevrolet,Impala,LS Fleet,Sedan,automatic,2g11x5sl3e9263948,fl,4.0,21699.0,black,gray,gm remarketing,16500.0,17800.0,2015-03-03 01:30:00+08:00
2008,Chrysler,PT Cruiser,Base,Wagon,automatic,3a8fy48b78t214233,ca,2.0,89854.0,blue,gray,veros credit,2650.0,900.0,2015-01-14 03:00:00+08:00
1999,Chevrolet,Tahoe,LS,suv,automatic,1gnec13r2xj420335,fl,1.0,244200.0,blue,gray,coggin honda,875.0,500.0,2015-06-11 06:00:00+07:00
2011,Ford,F-150,XLT,SuperCab,automatic,1ftfx1ef9bfa98065,wa,4.0,74332.0,white,gray,xcar inc,19150.0,18600.0,2015-02-25 04:30:00+08:00
2012,Infiniti,G Sedan,G37x,G Sedan,automatic,jn1cv6ar0cm971398,tx,3.0,29725.0,black,black,nissan infiniti lt,19800.0,20800.0,2015-02-25 02:30:00+08:00
2014,Chrysler,300,C,Sedan,automatic,2c3ccakg3eh201113,mn,3.0,19836.0,white,black,hertz corporation/gdp,22000.0,22900.0,2015-02-25 05:00:00+08:00
2014,Chevrolet,Impala,LT,Sedan,automatic,2g1115slxe9292073,il,3.0,16808.0,red,black,gm remarketing,18550.0,19300.0,2015-01-27 02:00:00+08:00
2003,Ford,Taurus,SES,Sedan,automatic,1fafp55u43a263367,md,2.0,60728.0,gray,gray,darcars dodge of new carrollton,1975.0,1500.0,2015-02-10 05:00:00+08:00
2001,Ford,Explorer Sport Trac,Base,Crew Cab,automatic,1fmzu67e71uc44038,fl,2.0,140505.0,gold,tan,d&a fine cars,3350.0,1800.0,2015-01-27 01:20:00+08:00
2014,Chrysler,Town and Country,Touring,Minivan,automatic,2c4rc1bg2er255552,fl,4.0,21246.0,blue,black,hertz corporation/gdp,19350.0,19300.0,2015-01-05 04:30:00+08:00
2015,Kia,Sorento,LX,SUV,automatic,5xyktca64fg572079,wa,5.0,7645.0,gray,gray,kia motors america  inc,21400.0,20900.0,2015-02-11 04:30:00+08:00
2013,Dodge,Charger,SE,sedan,automatic,2c3cdxbg9dh610117,nj,1.0,46786.0,black,black,dtag tra,13750.0,10500.0,2015-06-03 05:00:00+07:00
2007,GMC,Yukon,Denali,suv,automatic,1gkfk638x7j158055,sc,4.0,126892.0,burgundy,tan,carters used cars,15300.0,18900.0,2015-06-04 03:00:00+07:00
2001,Lexus,IS 300,Base,sedan,automatic,jthbd182610010623,md,3.0,203966.0,orange,beige,darcars ford,2450.0,1900.0,2015-06-16 02:30:00+07:00
1994,Acura,Legend,L,sedan,automatic,jh4ka766xrc027954,fl,2.0,161871.0,green,beige,autonation toyota winter park,450.0,300.0,2015-06-02 11:05:00+07:00
2002,Volkswagen,Jetta,GLS 1.8T,Sedan,automatic,3vwse69m82m059622,pa,2.0,132628.0,blue,beige,credit acceptance corp/vrs/southfield,1400.0,800.0,2015-05-12 02:30:00+07:00
2003,Honda,Odyssey,EX-L,minivan,automatic,5fnrl18013b156451,oh,2.0,196399.0,black,gray,dt inventory,1700.0,250.0,2015-06-04 02:00:00+07:00
1999,Chrysler,300M,Base,Sedan,automatic,2c3he66g6xh628229,oh,1.0,198732.0,red,tan,dt inventory,825.0,500.0,2015-01-15 01:00:00+08:00
2014,Chevrolet,Spark,1LT,Hatchback,automatic,kl8cd6s96ec523182,fl,1.0,9568.0,red,gray,enterprise vehicle exchange / tra / rental / tulsa,9725.0,6300.0,2015-02-03 01:15:00+08:00
2012,Ford,Fusion,Hybrid,Sedan,automatic,3fadp0l30cr286364,fl,1.0,70633.0,black,black,ge fleet services for itself/servicer,11900.0,3200.0,2015-02-10 01:30:00+08:00
2014,Jeep,Cherokee,Trailhawk,suv,automatic,1c4pjmbb0ew191344,ne,5.0,9680.0,gray,black,edwards nissan,25500.0,26500.0,2015-06-11 04:00:00+07:00
2013,Kia,Rio,SX,Hatchback,automatic,knadn5a3xd6162839,ca,5.0,1014.0,blue,black,kia motors america  inc,13750.0,13600.0,2015-05-19 05:00:00+07:00
2013,Ford,Explorer,XLT,suv,automatic,1fm5k8d87dgc91586,ma,4.0,47399.0,silver,black,the hertz corporation,23100.0,22200.0,2015-06-02 02:30:00+07:00
2012,Nissan,Leaf,SL,Hatchback,automatic,jn1az0cp2ct015690,ca,5.0,19613.0,white,beige,meridian remarketing,10950.0,11300.0,2015-03-04 04:30:00+08:00
2013,Ram,2500,SLT,Crew Cab,automatic,3c6ur5dl3dg569460,mi,4.0,58301.0,white,gray,express car & truck rental,30300.0,29500.0,2015-03-05 01:30:00+08:00
2014,Ford,E-Series Wagon,E-350 Super Duty XLT,Van,automatic,1fbss3bl3edb03901,ca,1.0,17701.0,black,black,enterprise vehicle exchange / tra / rental / tulsa,24500.0,21500.0,2015-02-17 04:00:00+08:00
2014,GMC,Sierra 1500,SLE,Double Cab,automatic,1gtv2ueh8ez246190,mn,5.0,4117.0,blue,black,capital one auto finance,27900.0,27300.0,2015-01-28 02:30:00+08:00
2014,Dodge,Grand Caravan,SXT,Minivan,automatic,2c4rdgcg4er356669,il,4.0,17127.0,gray,black,enterprise holdings/gdp,17000.0,17400.0,2015-02-03 02:00:00+08:00
2010,Toyota,Corolla,S,Sedan,automatic,1nxbu4ee9az177287,tx,2.0,67791.0,red,black,remarketing by ge/datcu credit union,8925.0,8900.0,2015-01-08 11:00:00+08:00
2011,Honda,Accord,EX-L,Sedan,automatic,1hgcp2f82ba001361,il,3.0,79096.0,black,black,basney honda,11900.0,11300.0,2015-01-22 02:00:00+08:00
2015,Kia,Sorento,LX,SUV,automatic,5xyktca60fg556588,oh,5.0,6027.0,silver,black,hyundai motor finance,21500.0,21500.0,2015-03-10 02:30:00+07:00
2010,Acura,TSX,Base,Sedan,automatic,jh4cu4f64ac002210,tn,4.0,64546.0,silver,gray,bill gatton mazda,14600.0,16600.0,2015-03-04 02:30:00+08:00
1998,Chevrolet,Blazer,LS,SUV,automatic,1gndt13wxw2195849,wi,2.0,197576.0,green,gray,others first inc.,850.0,550.0,2015-02-25 01:00:00+08:00
2013,Ford,Escape,Titanium,SUV,automatic,1fmcu0j95dub25150,fl,4.0,84391.0,silver,black,ricks auto marketing center south,16750.0,14300.0,2015-02-18 01:10:00+08:00
2014,Chrysler,Town and Country,Touring,Minivan,automatic,2c4rc1bg6er402925,il,4.0,13530.0,blue,black,enterprise holdings/gdp,20200.0,20000.0,2015-02-26 03:00:00+08:00
2014,Dodge,Grand Caravan,SXT,Minivan,automatic,2c4rdgcg5er291721,il,4.0,12500.0,silver,black,enterprise holdings/gdp,17150.0,17300.0,2015-01-20 02:00:00+08:00
2014,Subaru,Outback,2.5i Premium PZEV,Wagon,automatic,4s4brbcc9e3279501,fl,5.0,12729.0,gray,black,subaru of america,22500.0,22200.0,2015-02-10 01:30:00+08:00
2014,Dodge,Grand Caravan,SXT,Minivan,automatic,2c4rdgcg9er253568,il,4.0,24634.0,gray,gray,hertz corporation/gdp,16750.0,15900.0,2015-02-12 03:00:00+08:00
2001,Oldsmobile,Alero,GL4,sedan,automatic,1g3nl52t71c106432,ga,3.0,92582.0,red,beige,bellamy strickland chev gmc,1200.0,900.0,2015-06-16 06:00:00+07:00
2011,Chevrolet,Equinox,LS,SUV,automatic,2cnflcec2b6222518,nc,3.0,74484.0,gray,gray,gm financial,11250.0,9400.0,2014-12-30 09:15:00+08:00
2013,Ford,Escape,SE,SUV,automatic,1fmcu9gx1duc58353,md,4.0,47256.0,blue,black,ford motor credit company llc,15300.0,14400.0,2015-05-26 02:30:00+07:00
2006,Ford,Mustang,Deluxe,Coupe,automatic,1zvft80n765175611,ga,2.0,120813.0,blue,gray,wells fargo dealer services,3600.0,4700.0,2015-01-15 02:00:00+08:00
2013,Chevrolet,Impala,LT Fleet,Sedan,automatic,2g1wg5e37d1235956,fl,3.0,63535.0,red,black,the hertz corporation/gm,9325.0,9600.0,2014-12-19 09:35:00+08:00
2011,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac2bh013421,ne,3.0,69688.0,black,tan,dm northwest inc,9325.0,9800.0,2015-03-05 03:00:00+08:00
2000,Volvo,C70,LT,Convertible,automatic,yv1nc56d1yj006751,pa,2.0,112680.0,green,tan,purple heart,950.0,500.0,2015-01-13 13:01:00+08:00
2003,Nissan,Maxima,SE,Sedan,automatic,jn1da31d23t502550,tx,2.0,154968.0,white,gray,titlemax/san antonio tx27,2025.0,500.0,2015-02-25 04:30:00+08:00
2014,Chrysler,Town and Country,Touring,Minivan,automatic,2c4rc1bgxer255413,fl,4.0,28795.0,gold,black,hertz corporation/gdp,18550.0,17700.0,2015-01-19 04:30:00+08:00
2014,Chevrolet,Sonic,LT,Hatchback,automatic,1g1jc6sh6e4215912,fl,4.0,8402.0,silver,gray,gm remarketing,11200.0,11300.0,2015-02-09 05:00:00+08:00
2013,Ford,Fusion,SE,Sedan,automatic,3fa6p0h75dr213903,mi,5.0,12374.0,red,black,ford motor credit company llc,15250.0,16600.0,2015-02-11 02:00:00+08:00
1996,Suzuki,Sidekick,Sport JLX,SUV,automatic,js3td21v3t4106125,va,2.0,187012.0,black,gray,purple heart,650.0,1000.0,2015-03-05 03:50:00+08:00
2014,Chrysler,Town and Country,Touring,Minivan,automatic,2c4rc1bg4er324807,mi,5.0,29642.0,white,black,hertz corporation/gdp,18300.0,18300.0,2015-02-05 01:30:00+08:00
2014,Ford,Escape,SE,SUV,automatic,1fmcu0gx4euc03117,tx,5.0,32773.0,white,gray,ars/avis budget group,16350.0,16800.0,2015-02-18 01:30:00+08:00
2014,Jeep,Compass,Sport,SUV,automatic,1c4njcba8ed925118,fl,4.0,16264.0,charcoal,black,hertz corporation/gdp,14250.0,13700.0,2015-06-08 05:30:00+07:00
2012,Chevrolet,Cruze,1LT,Sedan,automatic,1g1pf5sc5c7370284,nj,2.0,54715.0,white,black,the hertz corporation,9650.0,8700.0,2015-05-27 02:30:00+07:00
2014,Dodge,Grand Caravan,SXT,Minivan,automatic,2c4rdgcg0er341974,fl,4.0,16849.0,black,black,enterprise holdings/gdp,17050.0,17400.0,2015-02-16 04:30:00+08:00
2014,Dodge,Grand Caravan,R/T,minivan,automatic,2c4rdgeg2er430930,il,4.0,13795.0,blue,black,fca us llc,19650.0,20100.0,2015-06-09 03:00:00+07:00
2008,BMW,3 Series,328i,Sedan,automatic,wbava33508k053726,fl,3.0,94785.0,blue,brown,wayne akers ford inc,9100.0,9000.0,2015-02-26 02:00:00+08:00
2014,Hyundai,Santa Fe Sport,Sport 2.0T,SUV,automatic,5xyzu3la2eg160674,ga,5.0,9578.0,white,black,hyundai motor america/co car,23700.0,24100.0,2015-01-06 01:30:00+08:00
2014,Ford,Mustang,V6,Convertible,automatic,1zvbp8em6e5238389,fl,3.0,32589.0,red,black,ez rent a car inc,16850.0,15500.0,2015-02-10 01:00:00+08:00
2014,Ram,2500,SLT,Crew Cab,automatic,3c6ur5dl4eg318965,tx,3.0,13526.0,white,gray,express car & truck rental,35500.0,35000.0,2015-01-14 02:05:00+08:00
2008,Scion,tC,Base,hatchback,automatic,jtkde167180236139,fl,3.0,72598.0,blue,black,germain toyota of sarasota,7125.0,7400.0,2015-06-02 02:30:00+07:00
2014,Nissan,Versa Note,1.6 SV,Hatchback,automatic,3n1ce2cp9el389978,fl,4.0,21441.0,gray,black,courtney leasing inc,11050.0,11500.0,2014-12-30 09:30:00+08:00
2014,Dodge,Grand Caravan,SXT,Minivan,automatic,2c4rdgcg2er356637,pa,3.0,9417.0,gray,black,enterprise holdings/gdp,17350.0,17000.0,2015-02-05 01:30:00+08:00
2013,BMW,3 Series,328i xDrive,Sedan,automatic,wba3b3c54df534098,nv,4.0,52674.0,black,black,financial services remarketing (lease),23900.0,24500.0,2015-01-22 06:30:00+08:00
2013,Toyota,Yaris,LE,Hatchback,automatic,jtdktud35dd556959,ca,1.0,32808.0,silver,black,enterprise vehicle exchange / tra / rental / tulsa,10450.0,7300.0,2014-12-23 12:00:00+08:00
2013,Mercedes-Benz,S-Class,S550,Sedan,automatic,wddng7db8da499092,tx,4.0,14150.0,black,black,mercedes-benz financial services,53300.0,51500.0,2015-02-12 03:00:00+08:00
2011,smart,fortwo,passion coupe,Hatchback,automatic,wmeej3ba1bk437587,ca,5.0,33426.0,red,black,mercedes-benz financial services,4900.0,7500.0,2015-02-26 04:30:00+08:00
